Organizational Set Name|Organizational Set Description|Org Set Type|Job in Org Set
FG-RT-10607253|Fund Group Org Set Reports to 10607253|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200656/656
FG-RT-10612244|Fund Group Org Set Reports to 10612244|All|UCSDH/Medical Center/BMT/4200379/379
FG-RT-10612244|Fund Group Org Set Reports to 10612244|All|UCSDH/Medical Center/BMT/4200389/389
FG-RT-10614094|Fund Group Org Set Reports to 10614094|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Health Physician Group/Community Care/4310099/2742
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Medical Center/Pharmacy/4200188/188
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Medical Center/Pharmacy/4200275/275
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Medical Center/Pharmacy/4200286/286
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Medical Center/Pharmacy/4200727/727
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Medical Center/Pharmacy/4200729/729
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Medical Center/Pharmacy/4200733/733
FG-RT-10614218|Fund Group Org Set Reports to 10614218|All|UCSDH/Medical Center/Pharmacy/4200797/797
FG-RT-10615676|Fund Group Org Set Reports to 10615676|All|UCSDH/Medical Center/Facilities/4200852/852
FG-RT-10615676|Fund Group Org Set Reports to 10615676|All|UCSDH/Medical Center/Facilities/4200867/867
FG-RT-10618621|Fund Group Org Set Reports to 10618621|All|UCSDH/Medical Center/Perioperative/4200795/795
FG-RT-10619471|Fund Group Org Set Reports to 10619471|All|UCSDH/Medical Center/Women and Infants/4200776/776
FG-RT-10620660|Fund Group Org Set Reports to 10620660|All|UCSDH/Medical Center/CVC - Operations Support/4200680/680
FG-RT-10621108|Fund Group Org Set Reports to 10621108|All|UCSDH/Health Physician Group/Faculty Practice/4310001/2553
FG-RT-10621108|Fund Group Org Set Reports to 10621108|All|UCSDH/PHSO/MSO Admin/4441069/2768
FG-RT-10623438|Fund Group Org Set Reports to 10623438|All|UCSDH/Medical Center/Perioperative/4200714/714
FG-RT-10623438|Fund Group Org Set Reports to 10623438|All|UCSDH/Medical Center/Pharmacy/4200657/657
FG-RT-10625129|Fund Group Org Set Reports to 10625129|All|UCSDH/Medical Center/Perioperative/4200152/152
FG-RT-10626945|Fund Group Org Set Reports to 10626945|All|UCSDH/Medical Center/Supply Chain/4200846/846
FG-RT-10626945|Fund Group Org Set Reports to 10626945|All|UCSDH/Medical Center/Supply Chain/4200870/870
FG-RT-10626947|Fund Group Org Set Reports to 10626947|All|UCSDH/Health Physician Group/Community Care/4310003/2694
FG-RT-10626947|Fund Group Org Set Reports to 10626947|All|UCSDH/Health Physician Group/Faculty Practice/4310185/2735
FG-RT-10628217|Fund Group Org Set Reports to 10628217|All|UCSDH/Medical Center/Perioperative/4200712/712
FG-RT-10628217|Fund Group Org Set Reports to 10628217|All|UCSDH/Medical Center/Perioperative/4200795/795
FG-RT-10628841|Fund Group Org Set Reports to 10628841|All|UCSDH/Medical Center/CVC - Pulmonology/4200220/220
FG-RT-10628841|Fund Group Org Set Reports to 10628841|All|UCSDH/Medical Center/CVC - Pulmonology/4200771/771
FG-RT-10631469|Fund Group Org Set Reports to 10631469|All|UCSDH/Health Science/Information Services/3000195/6103
FG-RT-10631469|Fund Group Org Set Reports to 10631469|All|UCSDH/Medical Center/Information Services/4200851/851
FG-RT-10633945|Fund Group Org Set Reports to 10633945|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10635015|Fund Group Org Set Reports to 10635015|All|UCSDH/Medical Center/Perioperative/4200717/717
FG-RT-10640527|Fund Group Org Set Reports to 10640527|All|UCSDH/Medical Center/Perioperative/4200152/152
FG-RT-10642668|Fund Group Org Set Reports to 10642668|All|UCSDH/Health Physician Group/Community Care/4310049/2773
FG-RT-10642668|Fund Group Org Set Reports to 10642668|All|UCSDH/Health Physician Group/Community Care/4310050/2874
FG-RT-10645104|Fund Group Org Set Reports to 10645104|All|UCSDH/Medical Center/Information Services/4200364/364
FG-RT-10645104|Fund Group Org Set Reports to 10645104|All|UCSDH/Medical Center/Information Services/4200490/490
FG-RT-10645104|Fund Group Org Set Reports to 10645104|All|UCSDH/Medical Center/Information Services/4200831/831
FG-RT-10645869|Fund Group Org Set Reports to 10645869|All|UCSDH/Medical Center/Directors Office/4200991/991
FG-RT-10646939|Fund Group Org Set Reports to 10646939|All|UCSDH/Health Physician Group/Community Care/4310003/2695
FG-RT-10648334|Fund Group Org Set Reports to 10648334|All|UCSDH/Health Science/Information Services/3000195/6107
FG-RT-10648334|Fund Group Org Set Reports to 10648334|All|UCSDH/Medical Center/Information Services/4200923/923
FG-RT-10648930|Fund Group Org Set Reports to 10648930|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10649386|Fund Group Org Set Reports to 10649386|All|UCSDH/Medical Center/Care Management/4200918/918
FG-RT-10649386|Fund Group Org Set Reports to 10649386|All|UCSDH/Medical Center/Care Management/4200919/919
FG-RT-10649595|Fund Group Org Set Reports to 10649595|All|UCSDH/Medical Center/Facilities/4200861/861
FG-RT-10649595|Fund Group Org Set Reports to 10649595|All|UCSDH/Medical Center/Facilities/4200867/867
FG-RT-10649616|Fund Group Org Set Reports to 10649616|All|UCSDH/Medical Center/OPO-Tissue/4200747/747
FG-RT-10649616|Fund Group Org Set Reports to 10649616|All|UCSDH/Medical Center/OPO-Tissue/4200778/778
FG-RT-10649846|Fund Group Org Set Reports to 10649846|All|UCSDH/Health Physician Group/Faculty Practice/4310085/2562
FG-RT-10649846|Fund Group Org Set Reports to 10649846|All|UCSDH/Health Physician Group/Faculty Practice/4310087/2426
FG-RT-10649846|Fund Group Org Set Reports to 10649846|All|UCSDH/Health Physician Group/Faculty Practice/4310087/2464
FG-RT-10649846|Fund Group Org Set Reports to 10649846|All|UCSDH/Health Physician Group/Faculty Practice/4310087/2761
FG-RT-10649846|Fund Group Org Set Reports to 10649846|All|UCSDH/Medical Center/Neurology/4200740/740
FG-RT-10649846|Fund Group Org Set Reports to 10649846|All|UCSDH/Medical Center/Neurology/4200744/744
FG-RT-10653566|Fund Group Org Set Reports to 10653566|All|UCSDH/Medical Center/EC Perioperative/4200481/481
FG-RT-10658328|Fund Group Org Set Reports to 10658328|All|UCSDH/Medical Center/Finance/4200900/900
FG-RT-10658328|Fund Group Org Set Reports to 10658328|All|UCSDH/Medical Center/MZ - Operations Support/4200499/499
FG-RT-10659205|Fund Group Org Set Reports to 10659205|All|UCSDH/Health Physician Group/Community Care/4310049/2688
FG-RT-10659205|Fund Group Org Set Reports to 10659205|All|UCSDH/Health Physician Group/Community Care/4310050/2682
FG-RT-10659205|Fund Group Org Set Reports to 10659205|All|UCSDH/Health Physician Group/Community Care/4310113/2751
FG-RT-10660958|Fund Group Org Set Reports to 10660958|All|UCSDH/Health Physician Group/Community Care/4310049/2813
FG-RT-10660958|Fund Group Org Set Reports to 10660958|All|UCSDH/Health Physician Group/Community Care/4310050/2816
FG-RT-10660958|Fund Group Org Set Reports to 10660958|All|UCSDH/Health Physician Group/Community Care/4310090/2815
FG-RT-10660958|Fund Group Org Set Reports to 10660958|All|UCSDH/Health Physician Group/Community Care/4310113/2814
FG-RT-10661466|Fund Group Org Set Reports to 10661466|All|UCSDH/Health Physician Group/Faculty Practice/4310109/2840
FG-RT-10661466|Fund Group Org Set Reports to 10661466|All|UCSDH/Health Physician Group/Faculty Practice/4310109/2851
FG-RT-10661484|Fund Group Org Set Reports to 10661484|All|UCSDH/Medical Center/Facilities/4200861/861
FG-RT-10671175|Fund Group Org Set Reports to 10671175|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10672636|Fund Group Org Set Reports to 10672636|All|UCSDH/Medical Center/Lab/4200180/180
FG-RT-10675440|Fund Group Org Set Reports to 10675440|All|UCSDH/Medical Center/Transplant/4200745/745
FG-RT-10675748|Fund Group Org Set Reports to 10675748|All|UCSDH/PHSO/MSO Admin/4441027/2660
FG-RT-10679929|Fund Group Org Set Reports to 10679929|All|UCSDH/Medical Center/EC PT-OT/4200440/440
FG-RT-10679929|Fund Group Org Set Reports to 10679929|All|UCSDH/Medical Center/EC PT-OT/4200441/441
FG-RT-10679929|Fund Group Org Set Reports to 10679929|All|UCSDH/Medical Center/EC PT-OT/4200443/443
FG-RT-10679929|Fund Group Org Set Reports to 10679929|All|UCSDH/Medical Center/PT-OT/4200224/224
FG-RT-10679929|Fund Group Org Set Reports to 10679929|All|UCSDH/Medical Center/PT-OT/4200659/659
FG-RT-10679929|Fund Group Org Set Reports to 10679929|All|UCSDH/Medical Center/PT-OT/4200775/775
FG-RT-10694906|Fund Group Org Set Reports to 10694906|All|UCSDH/Medical Center/Emergency Management/4200492/492
FG-RT-10694906|Fund Group Org Set Reports to 10694906|All|UCSDH/Medical Center/Emergency Management/4200903/903
FG-RT-10696972|Fund Group Org Set Reports to 10696972|All|UCSDH/Medical Center/Revenue Cycle/4200962/962
FG-RT-10697733|Fund Group Org Set Reports to 10697733|All|UCSDH/Medical Center/EHS/4200840/840
FG-RT-10697733|Fund Group Org Set Reports to 10697733|All|UCSDH/Medical Center/EHS/4200946/946
FG-RT-10698167|Fund Group Org Set Reports to 10698167|All|UCSDH/Medical Center/Facilities/4200485/485
FG-RT-10698198|Fund Group Org Set Reports to 10698198|All|UCSDH/Medical Center/EVS/4200484/484
FG-RT-10698233|Fund Group Org Set Reports to 10698233|All|UCSDH/Medical Center/EC Clinic/4200475/475
FG-RT-10698483|Fund Group Org Set Reports to 10698483|All|UCSDH/Medical Center/Nursing/4200406/406
FG-RT-10698587|Fund Group Org Set Reports to 10698587|All|UCSDH/Medical Center/FNS/4200353/353
FG-RT-10698587|Fund Group Org Set Reports to 10698587|All|UCSDH/Medical Center/FNS/4200495/495
FG-RT-10698614|Fund Group Org Set Reports to 10698614|All|UCSDH/Medical Center/EC PT-OT/4200441/441
FG-RT-10698614|Fund Group Org Set Reports to 10698614|All|UCSDH/Medical Center/EC PT-OT/4200442/442
FG-RT-10698655|Fund Group Org Set Reports to 10698655|All|UCSDH/Medical Center/FNS/4200495/495
FG-RT-10698689|Fund Group Org Set Reports to 10698689|All|UCSDH/Medical Center/FNS/4200495/495
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Procedural/4200435/435
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Procedural/4200436/436
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Radiology/4200420/420
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Radiology/4200421/421
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Radiology/4200422/422
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Radiology/4200423/423
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Radiology/4200424/424
FG-RT-10698707|Fund Group Org Set Reports to 10698707|All|UCSDH/Medical Center/EC Radiology/4200425/425
FG-RT-10698725|Fund Group Org Set Reports to 10698725|All|UCSDH/Medical Center/Care Management/4200470/470
FG-RT-10698774|Fund Group Org Set Reports to 10698774|All|UCSDH/Medical Center/EC Perioperative/4200431/431
FG-RT-10698774|Fund Group Org Set Reports to 10698774|All|UCSDH/Medical Center/EC Perioperative/4200432/432
FG-RT-10699270|Fund Group Org Set Reports to 10699270|All|UCSDH/Medical Center/EVS/4200484/484
FG-RT-10699585|Fund Group Org Set Reports to 10699585|All|UCSDH/Medical Center/EVS/4200484/484
FG-RT-10699721|Fund Group Org Set Reports to 10699721|All|UCSDH/Medical Center/Revenue Cycle/4200511/511
FG-RT-10700069|Fund Group Org Set Reports to 10700069|All|UCSDH/Medical Center/Lab/4200450/450
FG-RT-10700069|Fund Group Org Set Reports to 10700069|All|UCSDH/Medical Center/Lab/4200453/453
FG-RT-10700753|Fund Group Org Set Reports to 10700753|All|UCSDH/Medical Center/EC Pharmacy/4200457/457
FG-RT-10701792|Fund Group Org Set Reports to 10701792|All|UCSDH/Medical Center/EC Perioperative/4200430/430
FG-RT-10701792|Fund Group Org Set Reports to 10701792|All|UCSDH/Medical Center/EC Perioperative/4200433/433
FG-RT-10707121|Fund Group Org Set Reports to 10707121|All|UCSDH/Medical Center/Information Services/4200850/850
FG-RT-10707307|Fund Group Org Set Reports to 10707307|All|UCSDH/Medical Center/Radiology/4200191/191
FG-RT-10707307|Fund Group Org Set Reports to 10707307|All|UCSDH/Medical Center/Radiology/4200626/626
FG-RT-10707395|Fund Group Org Set Reports to 10707395|All|UCSDH/Medical Center/Medicine - Procedural/4200160/160
FG-RT-10710020|Fund Group Org Set Reports to 10710020|All|UCSDH/Medical Center/EVS/4200355/355
FG-RT-10710020|Fund Group Org Set Reports to 10710020|All|UCSDH/Medical Center/EVS/4200877/877
FG-RT-10713516|Fund Group Org Set Reports to 10713516|All|UCSDH/Medical Center/Pharmacy/4200657/657
FG-RT-10715780|Fund Group Org Set Reports to 10715780|All|UCSDH/Medical Center/Emergency Management/4200866/866
FG-RT-10715780|Fund Group Org Set Reports to 10715780|All|UCSDH/Medical Center/Emergency Management/4200903/903
FG-RT-10716643|Fund Group Org Set Reports to 10716643|All|UCSDH/Medical Center/Transplant/4200743/743
FG-RT-10716813|Fund Group Org Set Reports to 10716813|All|UCSDH/Health Physician Group/Faculty Practice/4310028/2736
FG-RT-10716813|Fund Group Org Set Reports to 10716813|All|UCSDH/Health Physician Group/Faculty Practice/4310028/2737
FG-RT-10716813|Fund Group Org Set Reports to 10716813|All|UCSDH/Health Physician Group/Faculty Practice/4310028/2879
FG-RT-10720144|Fund Group Org Set Reports to 10720144|All|UCSDH/Medical Center/Perioperative/4200717/717
FG-RT-10725350|Fund Group Org Set Reports to 10725350|All|UCSDH/Health Physician Group/Faculty Practice/4310009/2554
FG-RT-10725359|Fund Group Org Set Reports to 10725359|All|UCSDH/Medical Center/Perioperative/4200150/150
FG-RT-10726892|Fund Group Org Set Reports to 10726892|All|UCSDH/PHSO/MSO Admin/4441028/2661
FG-RT-10727186|Fund Group Org Set Reports to 10727186|All|UCSDH/Medical Center/Directors Office/4200991/991
FG-RT-10728290|Fund Group Org Set Reports to 10728290|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10732778|Fund Group Org Set Reports to 10732778|All|UCSDH/Medical Center/Perioperative/4200795/795
FG-RT-10733754|Fund Group Org Set Reports to 10733754|All|UCSDH/Medical Center/Transplant/4200743/743
FG-RT-10736391|Fund Group Org Set Reports to 10736391|All|UCSDH/Health Science/Information Services/3000195/6105
FG-RT-10736391|Fund Group Org Set Reports to 10736391|All|UCSDH/Medical Center/Information Services/4200984/984
FG-RT-10737063|Fund Group Org Set Reports to 10737063|All|UCSDH/Health Science/Human Resources/3000219/0016
FG-RT-10738100|Fund Group Org Set Reports to 10738100|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10738100|Fund Group Org Set Reports to 10738100|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200656/656
FG-RT-10738325|Fund Group Org Set Reports to 10738325|All|UCSDH/Medical Center/EC Perioperative/4200430/430
FG-RT-10738325|Fund Group Org Set Reports to 10738325|All|UCSDH/Medical Center/EC Procedural/4200439/439
FG-RT-10743353|Fund Group Org Set Reports to 10743353|All|UCSDH/Health Physician Group/Faculty Practice/4310181/2793
FG-RT-10743353|Fund Group Org Set Reports to 10743353|All|UCSDH/Medical Center/Information Services/4200831/831
FG-RT-10750576|Fund Group Org Set Reports to 10750576|All|UCSDH/Health Science/Human Resources/3000219/0014
FG-RT-10750576|Fund Group Org Set Reports to 10750576|All|UCSDH/Health Science/Human Resources/3000219/010
FG-RT-10750911|Fund Group Org Set Reports to 10750911|All|UCSDH/Medical Center/Pharmacy/4200753/753
FG-RT-10752088|Fund Group Org Set Reports to 10752088|All|UCSDH/Medical Center/Perioperative/4200714/714
FG-RT-10753797|Fund Group Org Set Reports to 10753797|All|UCSDH/Medical Center/EC Radiology/4200420/420
FG-RT-10753797|Fund Group Org Set Reports to 10753797|All|UCSDH/Medical Center/EC Radiology/4200423/423
FG-RT-10753797|Fund Group Org Set Reports to 10753797|All|UCSDH/Medical Center/EC Radiology/4200425/425
FG-RT-10754167|Fund Group Org Set Reports to 10754167|All|UCSDH/Medical Center/Radiology/4200319/319
FG-RT-10754167|Fund Group Org Set Reports to 10754167|All|UCSDH/Medical Center/Radiology/4200704/704
FG-RT-10754167|Fund Group Org Set Reports to 10754167|All|UCSDH/Medical Center/Radiology/4200756/756
FG-RT-10754167|Fund Group Org Set Reports to 10754167|All|UCSDH/Medical Center/Radiology/4200758/758
FG-RT-10754167|Fund Group Org Set Reports to 10754167|All|UCSDH/Medical Center/Radiology/4200761/761
FG-RT-10755256|Fund Group Org Set Reports to 10755256|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10756709|Fund Group Org Set Reports to 10756709|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10758332|Fund Group Org Set Reports to 10758332|All|UCSDH/Medical Center/Pharmacy/4200189/189
FG-RT-10758332|Fund Group Org Set Reports to 10758332|All|UCSDH/Medical Center/Pharmacy/4200313/313
FG-RT-10759904|Fund Group Org Set Reports to 10759904|All|UCSDH/Medical Center/Enterprise Support/4200997/997
FG-RT-10760349|Fund Group Org Set Reports to 10760349|All|UCSDH/Health Physician Group/Faculty Practice/4310038/2531
FG-RT-10760349|Fund Group Org Set Reports to 10760349|All|UCSDH/Health Physician Group/Faculty Practice/4310098/2532
FG-RT-10761900|Fund Group Org Set Reports to 10761900|All|UCSDH/Medical Center/Radiology/4200626/626
FG-RT-10764086|Fund Group Org Set Reports to 10764086|All|UCSDH/Health Physician Group/Faculty Practice/4310009/2554
FG-RT-10764688|Fund Group Org Set Reports to 10764688|All|UCSDH/Medical Center/EC Perioperative/4200430/430
FG-RT-10764688|Fund Group Org Set Reports to 10764688|All|UCSDH/Medical Center/EC Perioperative/4200432/432
FG-RT-10764688|Fund Group Org Set Reports to 10764688|All|UCSDH/Medical Center/EC Perioperative/4200481/481
FG-RT-10768362|Fund Group Org Set Reports to 10768362|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10768394|Fund Group Org Set Reports to 10768394|All|UCSDH/Medical Center/Oncology/4200187/187
FG-RT-10768649|Fund Group Org Set Reports to 10768649|All|UCSDH/Medical Center/Revenue Cycle/4200837/837
FG-RT-10768817|Fund Group Org Set Reports to 10768817|All|UCSDH/Health Physician Group/East Campus/4310027/2889
